"","aru_id","plot","date","distance","class","percent.cover","all.flower.count","canopy_height_top","observer","notes"
"322","ARUQ8","N",2024-08-05,5,"Astragalus",1,2,1,"AB",NA
"323","ARUQ8","N",2024-08-05,5,"Lichen",2,2,1,"AB",NA
"324","ARUQ8","E",2024-08-05,5,"Dryas",36,9,1,"AB",NA
"325","ARUQ8","E",2024-08-05,5,"Graminoid/horsetails",7,2,73,"AB",NA
"326","ARUQ8","E",2024-08-05,5,"xxxmoss",22,2,1,"AB",NA
"327","ARUQ8","E",2024-08-05,5,"Polygonum viviparum",1,25,1,"AB",NA
"328","ARUQ8","E",2024-08-05,5,"Lichen",2,2,1,"AB",NA
"329","ARUQ8","E",2024-08-05,5,"Castilleja",1,2,1,"AB",NA
"330","ARUQ8","E",2024-08-05,5,"Salix Arctica",13,2,1,"AB",NA
"331","ARUQ8","E",2024-08-05,5,"Pedicularis Vertisilata",1,2,1,"AB",NA
"332","ARUQ8","E",2024-08-05,5,"otherforb",1,2,1,"AB",NA
"333","ARUQ8","E",2024-08-05,5,"Astragalus",1,2,1,"AB",NA
"334","ARUQ8","E",2024-08-05,5,"xxxlitter",6,2,1,"AB",NA
"335","ARUQ8","S",2024-08-05,5,"Pedicularis spp",3,21,1,"AB",NA
"336","ARUQ8","S",2024-08-05,5,"Pedicularis Vertisilata",4,21,1,"AB",NA
"337","ARUQ8","S",2024-08-05,5,"Castilleja",1,3,1,"AB",NA
"338","ARUQ8","S",2024-08-05,5,"Oxytropis",2,2,1,"AB",NA
"339","ARUQ8","S",2024-08-05,5,"Astragalus",6,2,1,"AB",NA
"340","ARUQ8","S",2024-08-05,5,"Dryas",43,5,1,"AB",NA
"341","ARUQ8","S",2024-08-05,5,"Graminoid/horsetails",2,2,54,"AB",NA
"342","ARUQ8","S",2024-08-05,5,"Salix Arctica",29,2,1,"AB",NA
"343","ARUQ8","S",2024-08-05,5,"xxxmoss",2,2,1,"AB",NA
"344","ARUQ8","S",2024-08-05,5,"xxxlitter",16,2,1,"AB",NA
"345","ARUQ8","S",2024-08-05,5,"Stellaria",1,14,1,"AB",NA
"346","ARUQ8","S",2024-08-05,5,"Lichen",3,2,1,"AB",NA
"347","ARUQ8","W",2024-08-05,5,"Dryas",43,25,1,"AB",NA
"348","ARUQ8","W",2024-08-05,5,"Astragalus",2,21,1,"AB",NA
"349","ARUQ8","W",2024-08-05,5,"Oxytropis",14,2,1,"AB",NA
"350","ARUQ8","W",2024-08-05,5,"Polygonum viviparum",1,21,1,"AB",NA
"351","ARUQ8","W",2024-08-05,5,"Salix Arctica",21,2,1,"AB",NA
"352","ARUQ8","W",2024-08-05,5,"xxxmoss",2,2,1,"AB",NA
"353","ARUQ8","W",2024-08-05,5,"Pedicularis Capitata",7,2,1,"AB",NA
"354","ARUQ8","W",2024-08-05,5,"Stellaria",1,3,1,"AB",NA
"355","ARUQ8","W",2024-08-05,5,"Pedicularis Vertisilata",1,2,1,"AB",NA
"356","ARUQ8","W",2024-08-05,5,"xxxlitter",3,2,1,"AB",NA
"357","ARUQ8","W",2024-08-05,5,"Lichen",1,2,1,"AB",NA
"358","ARUQ6","Core",2024-08-05,0,"Pedicularis Vertisilata",17,20,1,"AB",NA
"359","ARUQ6","Core",2024-08-05,0,"Castilleja",6,21,27,"AB",NA
"360","ARUQ6","Core",2024-08-05,0,"Oxytropis",21,16,1,"AB",NA
"361","ARUQ6","Core",2024-08-05,0,"Salix Arctica",22,2,1,"AB",NA
"362","ARUQ6","Core",2024-08-05,0,"xxxmoss",3,2,1,"AB",NA
"363","ARUQ6","Core",2024-08-05,0,"xxxlitter",10,2,1,"AB",NA
"364","ARUQ6","Core",2024-08-05,0,"otherforb",1,2,1,"AB",NA
"365","ARUQ6","Core",2024-08-05,0,"Astragalus",12,14,1,"AB",NA
"366","ARUQ6","Core",2024-08-05,0,"Graminoid/horsetails",3,2,1,"AB",NA
"367","ARUQ6","Core",2024-08-05,0,"Pedicularis spp",2,21,1,"AB",NA
"368","ARUQ6","N",2024-08-05,5,"Pedicularis Vertisilata",3,25,1,"AB",NA
"369","ARUQ6","N",2024-08-05,5,"Saxifrage",5,27,1,"AB",NA
"370","ARUQ6","N",2024-08-05,5,"Stellaria",1,14,1,"AB",NA
"371","ARUQ6","N",2024-08-05,5,"otherforb",1,25,1,"AB","Blue flower"
"372","ARUQ6","N",2024-08-05,5,"otherforb",1,3,1,"AB","White lily"
"373","ARUQ6","N",2024-08-05,5,"Polygonum viviparum",1,22,1,"AB",NA
"374","ARUQ6","N",2024-08-05,5,"Astragalus",5,3,1,"AB",NA
"375","ARUQ6","N",2024-08-05,5,"Yarrow",2,2,1,"AB",NA
"376","ARUQ6","N",2024-08-05,5,"Senecio",2,2,1,"AB","Other unknown"
"377","ARUQ6","N",2024-08-05,5,"Graminoid/horsetails",6,2,54,"AB",NA
"378","ARUQ6","N",2024-08-05,5,"otherforb",1,2,1,"AB","Set of leaves"
"379","ARUQ6","N",2024-08-05,5,"xxxlitter",45,2,1,"AB",NA
"380","ARUQ6","N",2024-08-05,5,"xxxmoss",2,2,1,"AB",NA
"381","ARUQ6","E",2024-08-05,5,"Salix Arctica",14,27,1,"AB",NA
"382","ARUQ6","E",2024-08-05,5,"Graminoid/horsetails",3,2,33,"AB",NA
"383","ARUQ6","E",2024-08-05,5,"Pedicularis Capitata",4,3,1,"AB",NA
"384","ARUQ6","E",2024-08-05,5,"otherforb",1,14,1,"AB","Blue flower"
"385","ARUQ6","E",2024-08-05,5,"otherforb",6,25,1,"AB","Green white leaves"
"386","ARUQ6","E",2024-08-05,5,"xxxmoss",16,2,1,"AB",NA
"387","ARUQ6","E",2024-08-05,5,"Pedicularis Vertisilata",1,2,1,"AB",NA
"388","ARUQ6","E",2024-08-05,5,"otherforb",1,2,1,"AB","Small leaves"
"389","ARUQ6","E",2024-08-05,5,"xxxbareground",65,2,1,"AB",NA
"390","ARUQ6","S",2024-08-05,5,"Pedicularis Capitata",4,21,1,"AB",NA
"391","ARUQ6","S",2024-08-05,5,"Pedicularis Vertisilata",5,21,13,"AB",NA
"392","ARUQ6","S",2024-08-05,5,"otherforb",2,13,1,"AB","Blue flower"
"393","ARUQ6","S",2024-08-05,5,"Salix Arctica",24,5,1,"AB",NA
"394","ARUQ6","S",2024-08-05,5,"Saxifrage",4,2,1,"AB","Six leaves"
"395","ARUQ6","S",2024-08-05,5,"Graminoid/horsetails",2,2,1,"AB",NA
"396","ARUQ6","S",2024-08-05,5,"xxxmoss",7,2,1,"AB",NA
"397","ARUQ6","S",2024-08-05,5,"xxxbareground",35,2,1,"AB",NA
"398","ARUQ6","S",2024-08-05,5,"xxxlitter",15,2,1,"AB",NA
"399","ARUQ6","W",2024-08-05,5,"Astragalus",26,32,97,"AB",NA
"400","ARUQ6","W",2024-08-05,5,"xxxmoss",28,2,1,"AB",NA
"401","ARUQ6","W",2024-08-05,5,"xxxlitter",45,2,1,"AB",NA
"402","ARUQ6","W",2024-08-05,5,"Lichen",3,2,1,"AB",NA
"403","ARUQ6","W",2024-08-05,5,"Salix Arctica",3,2,1,"AB",NA
"404","ARUQ6","W",2024-08-05,5,"Oxytropis",6,2,1,"AB",NA
"405","ARUQ6","W",2024-08-05,5,"Graminoid/horsetails",1,2,1,"AB",NA
"406","ARUQ5","Core",2024-08-05,0,"Lupine",61,7,1,"AB",NA
"407","ARUQ5","Core",2024-08-05,0,"Salix Arctica",19,22,1,"AB",NA
"408","ARUQ5","Core",2024-08-05,0,"Polygonum viviparum",1,3,1,"AB",NA
"409","ARUQ5","Core",2024-08-05,0,"Yarrow",1,3,1,"AB",NA
"410","ARUQ5","Core",2024-08-05,0,"Stellaria",1,14,1,"AB",NA
"411","ARUQ5","Core",2024-08-05,0,"Lichen",2,2,1,"AB",NA
"412","ARUQ5","Core",2024-08-05,0,"Castilleja",3,2,1,"AB",NA
"413","ARUQ5","Core",2024-08-05,0,"xxxlitter",9,2,1,"AB",NA
"414","ARUQ5","Core",2024-08-05,0,"Pedicularis Capitata",1,2,1,"AB",NA
"415","ARUQ5","Core",2024-08-05,0,"Graminoid/horsetails",1,2,51,"AB",NA
"416","ARUQ5","N",2024-08-05,5,"Salix Arctica",46,22,1,"AB",NA
"417","ARUQ5","N",2024-08-05,5,"Lupine",17,14,1,"AB",NA
"418","ARUQ5","N",2024-08-05,5,"Pedicularis Capitata",3,14,96,"AB",NA
"419","ARUQ5","N",2024-08-05,5,"Dryas",26,6,1,"AB",NA
"420","ARUQ5","N",2024-08-05,5,"Stellaria",1,3,1,"AB",NA
"421","ARUQ5","N",2024-08-05,5,"Petasites frigidus",1,2,1,"AB",NA
"422","ARUQ5","N",2024-08-05,5,"Lichen",1,2,1,"AB",NA
"423","ARUQ5","N",2024-08-05,5,"Graminoid/horsetails",1,2,1,"AB",NA
"424","ARUQ5","N",2024-08-05,5,"xxxlitter",8,2,1,"AB",NA
"425","ARUQ5","N",2024-08-05,5,"otherforb",1,2,1,"AB","Sausserea"
"426","ARUQ5","E",2024-08-05,5,"Salix Richardsonii ",82,16,78,"AB",NA
"427","ARUQ5","E",2024-08-05,5,"Dryas",10,2,1,"AB",NA
"428","ARUQ5","E",2024-08-05,5,"Lupine",6,2,1,"AB",NA
"429","ARUQ5","E",2024-08-05,5,"Graminoid/horsetails",4,2,1,"AB","Horsetail"
"430","ARUQ5","E",2024-08-05,5,"Monkshood",2,2,1,"AB",NA
"431","ARUQ5","E",2024-08-05,5,"Petasites frigidus",3,2,1,"AB",NA
"432","ARUQ5","E",2024-08-05,5,"otherforb",1,2,1,"AB","Polemonaciae "
"433","ARUQ5","E",2024-08-05,5,"Stellaria",1,2,1,"AB",NA
"434","ARUQ5","E",2024-08-05,5,"xxxlitter",15,2,1,"AB",NA
"435","ARUQ5","S",2024-08-05,5,"Lupine",38,29,1,"AB",NA
"436","ARUQ5","S",2024-08-05,5,"Senecio",2,14,32,"AB",NA
"437","ARUQ5","S",2024-08-05,5,"Pedicularis Vertisilata",6,27,1,"AB",NA
"438","ARUQ5","S",2024-08-05,5,"Petasites frigidus",3,2,1,"AB",NA
"439","ARUQ5","S",2024-08-05,5,"Monkshood",1,3,1,"AB",NA
"440","ARUQ5","S",2024-08-05,5,"Castilleja",3,3,1,"AB",NA
"441","ARUQ5","S",2024-08-05,5,"otherforb",2,2,1,"AB",NA
"442","ARUQ5","S",2024-08-05,5,"xxxmoss",4,2,1,"AB",NA
"443","ARUQ5","S",2024-08-05,5,"Pedicularis Capitata",1,2,1,"AB",NA
"444","ARUQ5","S",2024-08-05,5,"Graminoid/horsetails",1,2,1,"AB","Horsetail"
"445","ARUQ5","S",2024-08-05,5,"Graminoid/horsetails",6,2,1,"AB",NA
"446","ARUQ5","S",2024-08-05,5,"xxxfungus",1,2,1,"AB",NA
"447","ARUQ5","S",2024-08-05,5,"Polygonum viviparum",1,14,1,"AB",NA
"448","ARUQ5","S",2024-08-05,5,"Salix Arctica",19,14,1,"AB",NA
"449","ARUQ5","S",2024-08-05,5,"Stellaria",1,14,1,"AB",NA
"450","ARUQ5","S",2024-08-05,5,"Oxytropis",1,2,1,"AB",NA
"451","ARUQ5","S",2024-08-05,5,"Yarrow",2,2,1,"AB",NA
"452","ARUQ5","W",2024-08-05,5,"Dryas",41,2,1,"AB",NA
"453","ARUQ5","W",2024-08-05,5,"Polygonum viviparum",4,25,1,"AB",NA
"454","ARUQ5","W",2024-08-05,5,"Salix Arctica",17,2,1,"AB",NA
"455","ARUQ5","W",2024-08-05,5,"Lupine",14,3,1,"AB",NA
"456","ARUQ5","W",2024-08-05,5,"xxxmoss",11,2,1,"AB",NA
"457","ARUQ5","W",2024-08-05,5,"xxxlitter",10,2,1,"AB",NA
"458","ARUQ5","W",2024-08-05,5,"Saxifrage",3,2,1,"AB",NA
"459","ARUQ5","W",2024-08-05,5,"Yarrow",1,2,1,"AB",NA
"460","ARUQ5","W",2024-08-05,5,"Graminoid/horsetails",2,2,8,"AB",NA
"461","ARUQ5","W",2024-08-05,5,"Senecio",1,2,1,"AB",NA
"462","ARUQ5","W",2024-08-05,5,"Pedicularis spp",1,2,1,"AB",NA
"463","ARUQ5","W",2024-08-05,5,"Stellaria",1,3,1,"AB",NA
"464","ARUQ4","Core",2024-08-05,0,"Salix Richardsonii ",73,15,59,"AB",NA
"465","ARUQ4","Core",2024-08-05,0,"xxxmoss",15,2,1,"AB",NA
"466","ARUQ4","Core",2024-08-05,0,"xxxlitter",12,2,1,"AB",NA
"467","ARUQ4","Core",2024-08-05,0,"Graminoid/horsetails",3,2,1,"AB","Horsetail"
"468","ARUQ4","N",2024-08-05,5,"Salix Arctica",27,2,1,"AB",NA
"469","ARUQ4","N",2024-08-05,5,"Graminoid/horsetails",13,2,1,"AB","Horsetail "
"470","ARUQ4","N",2024-08-05,5,"xxxmoss",15,2,1,"AB",NA
"471","ARUQ4","N",2024-08-05,5,"xxxlitter",12,2,1,"AB",NA
"472","ARUQ4","N",2024-08-05,5,"Salix Richardsonii ",5,2,1,"AB",NA
"473","ARUQ4","N",2024-08-05,5,"Astragalus",3,2,1,"AB",NA
"474","ARUQ4","N",2024-08-05,5,"Graminoid/horsetails",8,2,40,"AB",NA
"475","ARUQ4","E",2024-08-05,5,"Salix Richardsonii ",68,17,66,"AB",NA
"476","ARUQ4","E",2024-08-05,5,"xxxmoss",3,2,1,"AB",NA
"477","ARUQ4","E",2024-08-05,5,"Graminoid/horsetails",7,2,1,"AB",NA
"478","ARUQ4","E",2024-08-05,5,"xxxlitter",17,2,1,"AB",NA
"479","ARUQ4","S",2024-08-05,5,"Graminoid/horsetails",31,2,1,"AB","Horsetail"
"480","ARUQ4","S",2024-08-05,5,"Astragalus",14,25,1,"AB",NA
"481","ARUQ4","S",2024-08-05,5,"Salix Richardsonii ",2,2,1,"AB",NA
"482","ARUQ4","S",2024-08-05,5,"Graminoid/horsetails",12,2,41,"AB",NA
"483","ARUQ4","S",2024-08-05,5,"Saxifrage",3,2,1,"AB",NA
"484","ARUQ4","S",2024-08-05,5,"otherforb",2,2,1,"AB",NA
"485","ARUQ4","S",2024-08-05,5,"Oxytropis",5,3,1,"AB",NA
"486","ARUQ4","S",2024-08-05,5,"Pedicularis spp",2,2,1,"AB",NA
"487","ARUQ4","S",2024-08-05,5,"xxxlitter",21,2,1,"AB",NA
"488","ARUQ4","W",2024-08-05,5,"Salix Richardsonii ",24,21,44,"AB",NA
"489","ARUQ4","W",2024-08-05,5,"Salix Arctica",32,14,1,"AB",NA
"490","ARUQ4","W",2024-08-05,5,"Graminoid/horsetails",16,2,1,"AB","Horsetail"
"491","ARUQ4","W",2024-08-05,5,"Graminoid/horsetails",5,2,1,"AB",NA
"492","ARUQ4","W",2024-08-05,5,"Pedicularis Capitata",3,2,1,"AB",NA
"493","ARUQ4","W",2024-08-05,5,"Astragalus",3,2,1,"AB",NA
"494","ARUQ4","W",2024-08-05,5,"xxxlitter",3,2,1,"AB",NA
"495","ARUQ4","W",2024-08-05,5,"xxxmoss",8,2,1,"AB",NA
"496","ARUQ4","W",2024-08-05,5,"Lichen",2,2,1,"AB",NA
"497","ARUQ4","W",2024-08-05,5,"Oxytropis",2,2,1,"AB",NA
"498","ARUQ2","Core",2024-08-05,0,"Astragalus",38,31,1,"AB",NA
"499","ARUQ2","Core",2024-08-05,0,"Petasites frigidus",4,2,1,"AB",NA
"500","ARUQ2","Core",2024-08-05,0,"Polygonum viviparum",1,3,1,"AB",NA
"501","ARUQ2","Core",2024-08-05,0,"Salix Richardsonii ",32,25,1,"AB",NA
"502","ARUQ2","Core",2024-08-05,0,"Salix Arctica",6,2,1,"AB",NA
"503","ARUQ2","Core",2024-08-05,0,"xxxmoss",10,2,1,"AB",NA
"504","ARUQ2","Core",2024-08-05,0,"Lichen",5,2,1,"AB",NA
"505","ARUQ2","Core",2024-08-05,0,"Graminoid/horsetails",6,2,1,"AB","Horsetail "
"506","ARUQ2","Core",2024-08-05,0,"Graminoid/horsetails",2,2,50,"AB",NA
"507","ARUQ2","N",2024-08-05,5,"Petasites frigidus",8,3,38,"AB",NA
"508","ARUQ2","N",2024-08-05,5,"Salix Richardsonii ",25,2,1,"AB",NA
"509","ARUQ2","N",2024-08-05,5,"Lichen",15,2,1,"AB",NA
"510","ARUQ2","N",2024-08-05,5,"xxxmoss",1,2,1,"AB",NA
"511","ARUQ2","N",2024-08-05,5,"Graminoid/horsetails",3,2,1,"AB","Horsetail"
"512","ARUQ2","N",2024-08-05,5,"Graminoid/horsetails",13,2,1,"AB",NA
"513","ARUQ2","N",2024-08-05,5,"Salix Arctica",9,2,1,"AB",NA
"514","ARUQ2","N",2024-08-05,5,"xxxlitter",25,2,1,"AB",NA
"515","ARUQ2","E",2024-08-05,5,"Salix Richardsonii ",28,30,1,"AB",NA
"516","ARUQ2","E",2024-08-05,5,"Polygonum viviparum",1,14,1,"AB",NA
"517","ARUQ2","E",2024-08-05,5,"Astragalus",26,29,1,"AB",NA
"518","ARUQ2","E",2024-08-05,5,"Graminoid/horsetails",2,2,67,"AB",NA
"519","ARUQ2","E",2024-08-05,5,"Graminoid/horsetails",11,2,1,"AB","Horsetail "
"520","ARUQ2","E",2024-08-05,5,"xxxmoss",15,2,1,"AB",NA
"521","ARUQ2","E",2024-08-05,5,"Lichen",2,2,1,"AB",NA
"522","ARUQ2","E",2024-08-05,5,"xxxlitter",9,2,1,"AB",NA
"523","ARUQ2","E",2024-08-05,5,"Salix Arctica",3,2,1,"AB",NA
"524","ARUQ2","S",2024-08-05,5,"Salix Richardsonii ",41,3,19,"AB",NA
"525","ARUQ2","S",2024-08-05,5,"Graminoid/horsetails",8,2,1,"AB","Horsetail "
"526","ARUQ2","S",2024-08-05,5,"Petasites frigidus",6,2,1,"AB",NA
"527","ARUQ2","S",2024-08-05,5,"xxxlitter",12,2,2,"AB",NA
"528","ARUQ2","S",2024-08-05,5,"Salix Arctica",9,2,1,"AB",NA
"529","ARUQ2","S",2024-08-05,5,"Graminoid/horsetails",4,2,1,"AB",NA
"530","ARUQ2","S",2024-08-05,5,"Stellaria",1,27,1,"AB",NA
"531","ARUQ2","S",2024-08-05,5,"xxxmoss",11,2,1,"AB",NA
"532","ARUQ2","S",2024-08-05,5,"Lichen",4,2,1,"AB",NA
"533","ARUQ2","W",2024-08-05,5,"Salix Richardsonii ",28,2,1,"AB",NA
"534","ARUQ2","W",2024-08-05,5,"Petasites frigidus",20,2,22,"AB",NA
"535","ARUQ2","W",2024-08-05,5,"Salix Arctica",13,22,1,"AB",NA
"536","ARUQ2","W",2024-08-05,5,"Graminoid/horsetails",4,2,1,"AB","Horsetail "
"537","ARUQ2","W",2024-08-05,5,"Graminoid/horsetails",2,2,1,"AB",NA
"538","ARUQ2","W",2024-08-05,5,"Astragalus",6,2,1,"AB",NA
"539","ARUQ2","W",2024-08-05,5,"Lichen",7,2,1,"AB",NA
"540","ARUQ2","W",2024-08-05,5,"xxxmoss",21,2,1,"AB",NA
"541","ARUQ2","W",2024-08-05,5,"Stellaria",1,3,1,"AB",NA
"542","ARUQ2","W",2024-08-05,5,"xxxlitter",6,2,1,"AB",NA
"543","ARUQ1","Core",2024-08-04,0,"xxxmoss",10.2,2,1,"EB",NA
"544","ARUQ1","Core",2024-08-04,0,"Oxytropis",15.4,6,1,"EB",NA
"545","ARUQ1","Core",2024-08-04,0,"Graminoid/horsetails",4.7,22,83,"EB",NA
"546","ARUQ1","Core",2024-08-04,0,"Salix Arctica",46.8,27,1,"EB",NA
"547","ARUQ1","Core",2024-08-04,0,"Graminoid/horsetails",1.9,27,1,"EB",NA
"548","ARUQ1","Core",2024-08-04,0,"Pedicularis Capitata",2.6,3,1,"EB",NA
"549","ARUQ1","Core",2024-08-04,0,"Stellaria",2.1,21,1,"EB",NA
"550","ARUQ1","Core",2024-08-04,0,"Graminoid/horsetails",1.8,2,1,"EB",NA
"551","ARUQ1","Core",2024-08-04,0,"xxxlitter",14.5,2,1,"EB",NA
"552","ARUQ1","S",2024-08-04,5,"Salix Arctica",47.3,2,1,"EB",NA
"553","ARUQ1","S",2024-08-04,5,"Graminoid/horsetails",2.7,25,1,"EB",NA
"554","ARUQ1","S",2024-08-04,5,"Graminoid/horsetails",2.1,2,1,"EB",NA
"555","ARUQ1","S",2024-08-04,5,"Oxytropis",4.2,14,1,"EB",NA
"556","ARUQ1","S",2024-08-04,5,"Pedicularis Capitata",2.6,3,1,"EB",NA
"557","ARUQ1","S",2024-08-04,5,"Stellaria",0.8,2,1,"EB",NA
"558","ARUQ1","S",2024-08-04,5,"Castilleja",1.9,3,1,"EB",NA
"559","ARUQ1","S",2024-08-04,5,"Yarrow",2.6,2,1,"EB",NA
"560","ARUQ1","S",2024-08-04,5,"xxxmoss",18.2,2,1,"EB",NA
"561","ARUQ1","S",2024-08-04,5,"xxxlitter",16.2,2,1,"EB",NA
"562","ARUQ1","S",2024-08-04,5,NA,1.4,2,1,"EB",NA
"563","ARUQ1","E",2024-08-04,5,"Graminoid/horsetails",2.3,2,1,"EB",NA
"564","ARUQ1","E",2024-08-04,5,"Salix Arctica",48.3,25,1,"EB",NA
"565","ARUQ1","E",2024-08-04,5,"Pedicularis Capitata",0.9,2,1,"EB",NA
"566","ARUQ1","E",2024-08-04,5,"Graminoid/horsetails",15.7,25,75,"EB",NA
"567","ARUQ1","E",2024-08-04,5,"Yarrow",0.5,2,1,"EB",NA
"568","ARUQ1","E",2024-08-04,5,"Stellaria",0.6,3,1,"EB",NA
"569","ARUQ1","E",2024-08-04,5,"Graminoid/horsetails",0.3,32,1,"EB",NA
"570","ARUQ1","E",2024-08-04,5,"Oxytropis",3.1,2,1,"EB",NA
"571","ARUQ1","E",2024-08-04,5,"xxxlitter",24.6,2,1,"EB",NA
"572","ARUQ1","E",2024-08-04,5,"xxxmoss",3.7,2,1,"EB",NA
"573","ARUQ1","N",2024-08-04,5,"xxxlitter",38.9,2,1,"EB",NA
"574","ARUQ1","N",2024-08-04,5,"Pedicularis Vertisilata",5.3,25,1,"EB",NA
"575","ARUQ1","N",2024-08-04,5,"Graminoid/horsetails",8.2,25,79,"EB",NA
"576","ARUQ1","N",2024-08-04,5,"Graminoid/horsetails",2.3,2,1,"EB",NA
"577","ARUQ1","N",2024-08-04,5,"Stellaria",1.2,14,1,"EB",NA
"578","ARUQ1","N",2024-08-04,5,NA,1.2,29,1,"EB",NA
"579","ARUQ1","N",2024-08-04,5,"Artemisia",1.2,2,1,"EB",NA
"580","ARUQ1","N",2024-08-04,5,"xxxmoss",4.6,2,1,"EB",NA
"581","ARUQ1","N",2024-08-04,5,"Salix Arctica",23.5,2,1,"EB",NA
"582","ARUQ1","N",2024-08-04,5,"Yarrow",13.6,3,1,"EB",NA
"583","ARUQ1","W",2024-08-04,5,"Salix Arctica",40.2,2,1,"EB",NA
"584","ARUQ1","W",2024-08-04,5,"Monkshood",2.1,3,1,"EB",NA
"585","ARUQ1","W",2024-08-04,5,"Graminoid/horsetails",16.3,2,61,"EB",NA
"586","ARUQ1","W",2024-08-04,5,"xxxmoss",2.5,2,1,"EB",NA
"587","ARUQ1","W",2024-08-04,5,"xxxlitter",25.3,2,1,"EB",NA
"588","ARUQ1","W",2024-08-04,5,"Oxytropis",10.3,22,1,"EB",NA
"589","ARUQ1","W",2024-08-04,5,"Stellaria",1.3,22,1,"EB",NA
"590","ARUQ1","W",2024-08-04,5,"Artemisia",2.2,2,1,"EB",NA
"591","ARUQ3","Core",2024-08-04,0,"Salix Arctica",37,2,1,"EB",NA
"592","ARUQ3","Core",2024-08-04,0,"Lupine",22,27,1,"EB",NA
"593","ARUQ3","Core",2024-08-04,0,"Pedicularis Capitata",21,32,1,"EB",NA
"594","ARUQ3","Core",2024-08-04,0,"xxxlitter",11,2,1,"EB",NA
"595","ARUQ3","Core",2024-08-04,0,"Graminoid/horsetails",2,2,1,"EB",NA
"596","ARUQ3","Core",2024-08-04,0,"Dryas",9,25,1,"EB",NA
"597","ARUQ3","Core",2024-08-04,0,"Astragalus",13,14,1,"EB",NA
"598","ARUQ3","Core",2024-08-04,0,"Senecio",1,3,85,"EB","Other aster"
"599","ARUQ3","Core",2024-08-04,0,"Stellaria",1,5,1,"EB",NA
"600","ARUQ3","Core",2024-08-04,0,"xxxmoss",3,2,1,"EB",NA
"601","ARUQ3","Core",2024-08-04,0,"Lichen",1,2,1,"EB",NA
"602","ARUQ3","S",2024-08-04,5,"Dryas",62,25,1,"EB",NA
"603","ARUQ3","S",2024-08-04,5,"Salix Arctica",16,2,1,"EB",NA
"604","ARUQ3","S",2024-08-04,5,"Astragalus",2,2,1,"EB",NA
"605","ARUQ3","S",2024-08-04,5,"Lupine",7,2,1,"EB",NA
"606","ARUQ3","S",2024-08-04,5,"Pedicularis Vertisilata",12,27,97,"EB",NA
"607","ARUQ3","S",2024-08-04,5,"Polygonum viviparum",1,14,1,"EB",NA
"608","ARUQ3","S",2024-08-04,5,"Graminoid/horsetails",NA,1,1,"EB",NA
"609","ARUQ3","S",2024-08-04,5,"Oxytropis",NA,14,1,"EB",NA
"610","ARUQ3","S",2024-08-04,5,"xxxlitter",3,2,1,"EB",NA
"611","ARUQ3","S",2024-08-04,5,"xxxmoss",3,2,1,"EB",NA
"612","ARUQ3","S",2024-08-04,5,"Lichen",2,2,1,"EB",NA
"613","ARUQ3","S",2024-08-04,5,"Stellaria",4,21,1,"EB",NA
"614","ARUQ3","E",2024-08-04,5,"Salix Richardsonii ",52,4,1,"EB",NA
"615","ARUQ3","E",2024-08-04,5,"Salix Reticulata",15,7,1,"EB",NA
"616","ARUQ3","E",2024-08-04,5,"Lupine",5,14,1,"EB",NA
"617","ARUQ3","E",2024-08-04,5,"Polygonum viviparum",1,3,1,"EB",NA
"618","ARUQ3","E",2024-08-04,5,"Graminoid/horsetails",9,2,70,"EB",NA
"619","ARUQ3","E",2024-08-04,5,"Salix Arctica",5,2,1,"EB",NA
"620","ARUQ3","E",2024-08-04,5,"Dryas",19,22,1,"EB",NA
"621","ARUQ3","E",2024-08-04,5,"Astragalus",5,21,1,"EB",NA
"622","ARUQ3","E",2024-08-04,5,"Castilleja",3,14,1,"EB",NA
"623","ARUQ3","E",2024-08-04,5,"Pedicularis Capitata",7,3,1,"EB",NA
"624","ARUQ3","E",2024-08-04,5,"Stellaria",1,21,1,"EB",NA
"625","ARUQ3","E",2024-08-04,5,"Oxytropis",2,2,1,"EB",NA
"626","ARUQ3","E",2024-08-04,5,"xxxlitter",6,2,1,"EB",NA
"627","ARUQ3","N",2024-08-04,5,"xxxmoss",12,2,1,"EB",NA
"628","ARUQ3","N",2024-08-04,5,"xxxlitter",17,2,1,"EB",NA
"629","ARUQ3","N",2024-08-04,5,"Petasites frigidus",10,2,1,"EB",NA
"630","ARUQ3","N",2024-08-04,5,"Lupine",23,3,99,"EB",NA
"631","ARUQ3","N",2024-08-04,5,"Salix Arctica",19,27,1,"EB",NA
"632","ARUQ3","N",2024-08-04,5,"Oxytropis",4,2,1,"EB",NA
"633","ARUQ3","N",2024-08-04,5,"Astragalus",4,3,1,"EB",NA
"634","ARUQ3","N",2024-08-04,5,"Graminoid/horsetails",7,2,36,"EB",NA
"635","ARUQ3","N",2024-08-04,5,"Pedicularis Capitata",11,22,1,"EB",NA
"636","ARUQ3","N",2024-08-04,5,"otherforb",6,2,1,"EB","Img_4806"
"637","ARUQ3","N",2024-08-04,5,"Polygonum viviparum",5,29,1,"EB",NA
"638","ARUQ3","N",2024-08-04,5,"Dryas",3,2,1,"EB",NA
"639","ARUQ3","N",2024-08-04,5,"Stellaria",1,3,1,"EB",NA
"640","ARUQ3","N",2024-08-04,5,"xxxfungus",1,2,1,"EB",NA
"641","ARUQ3","N",2024-08-04,5,"otherforb",1,2,1,"EB",NA
